city_name,country,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm2.5_aqi_value,aqi_value,dominant_pollutant,aqi_category
Oslo,Norway,195.3,272.2,171.1,259.5,234.4,Ozone,Very Unhealthy
Budapest,Hungary,138.6,167,149.2,154.1,161.3,Ozone,Unhealthy
Patna,India,173.9,149.6,142.3,157.2,180.8,CO,Unhealthy
Oslo,Norway,129.1,141.3,146.4,170,175.8,PM2.5,Unhealthy
Chennai,India,76.5,56.6,37.9,73,95.5,CO,Moderate
Lima,Peru,74.6,99.8,113.8,109.4,113.2,NO2,Unhealthy for Sensitive Groups
Cape Town,South Africa,114.9,79.6,106.2,93,137.1,CO,Unhealthy for Sensitive Groups
Perth,Australia,383.9,270.7,358.5,389.6,344.8,PM2.5,Hazardous
Karachi,Pakistan,164.6,135.3,104.9,136,179.1,CO,Unhealthy
Patna,India,60.6,84.9,60.4,136.8,114.7,PM2.5,Unhealthy for Sensitive Groups
Bangalore,India,7.2,4.4,26.4,2.2,19,NO2,Good
Bangalore,India,148.1,173.8,146.5,144.2,170.5,Ozone,Unhealthy
Hanoi,Vietnam,157.6,169.8,165.8,179.3,197.9,PM2.5,Unhealthy
Zabol,Iran,49.5,53,30.9,59.6,95,PM2.5,Moderate
Baghdad,Iraq,91.8,76,94.3,136.8,140.3,PM2.5,Unhealthy for Sensitive Groups
Shanghai,China,29.4,72.1,58.6,87.7,96.2,PM2.5,Moderate
Vancouver,Canada,266.6,187,176.7,225.9,219.8,CO,Very Unhealthy
Rome,Italy,172.5,240.8,237.3,299.7,276.5,PM2.5,Very Unhealthy
New York,USA,168.4,124.1,154.7,171.1,188,PM2.5,Unhealthy
Athens,Greece,32.7,70.8,42,75.5,83.7,PM2.5,Moderate
Yangon,Myanmar,287.8,429.1,475.3,425.4,308.4,NO2,Hazardous
Tehran,Iran,423.9,481.5,357.9,320.7,441.6,Ozone,Hazardous
Prague,Czech Republic,144.9,133,173,190.3,190.8,PM2.5,Unhealthy
Helsinki,Finland,150.5,145.3,120.1,161.3,184.3,PM2.5,Unhealthy
Beijing,China,10.5,1.1,10.9,21.7,37.3,PM2.5,Good
Osaka,Japan,185.4,226.2,194.5,206,282.4,Ozone,Very Unhealthy
Colombo,Sri Lanka,22.2,24.1,9.2,5.6,25.5,Ozone,Good
Patna,India,3.3,6.7,22.5,18.1,46.2,NO2,Good
Kuala Lumpur,Malaysia,490.6,333.1,309.1,441,365,CO,Hazardous
Bucharest,Romania,101.8,107.4,86.4,103.6,135.8,Ozone,Unhealthy for Sensitive Groups
Casablanca,Morocco,185.3,247.6,233.2,233.5,262.8,Ozone,Very Unhealthy
Stockholm,Sweden,459.9,334.9,494,473.1,331.6,NO2,Hazardous
Rawalpindi,Pakistan,234.6,264.8,253.7,289.3,297.2,PM2.5,Very Unhealthy
Kathmandu,Nepal,265.5,181.7,240.3,209.2,215.5,CO,Very Unhealthy
Johannesburg,South Africa,257.1,300.4,361.8,353.8,454.8,NO2,Hazardous
Tokyo,Japan,161.6,255.3,209.1,292.5,260.5,PM2.5,Very Unhealthy
New York,USA,80,84.6,62.5,87.6,82.4,PM2.5,Moderate
Kolkata,India,66.3,119.2,102.7,116.5,106.1,Ozone,Unhealthy for Sensitive Groups
Raipur,India,65.5,106.9,110.6,136.2,108.4,PM2.5,Unhealthy for Sensitive Groups
Sydney,Australia,365.5,291.7,474.1,280.5,408.9,NO2,Hazardous
Cape Town,South Africa,29.1,73.4,73.6,43.2,76.2,NO2,Moderate
Dublin,Ireland,169.6,173.8,148.5,198.7,193.7,PM2.5,Unhealthy
Johannesburg,South Africa,27.5,86.8,52.7,34.1,60.9,Ozone,Moderate
Riyadh,Saudi Arabia,123.4,84.6,113.7,99,111.7,CO,Unhealthy for Sensitive Groups
Zabol,Iran,258.5,232.8,240.8,238.4,285.3,CO,Very Unhealthy
Kolkata,India,66.5,65,72,35.1,66.1,NO2,Moderate
Madrid,Spain,128.8,150.1,163.8,173.3,152.5,PM2.5,Unhealthy
Lahore,Pakistan,305.3,391.3,302.2,421.1,337.1,PM2.5,Hazardous
Vienna,Austria,27.1,25.3,11.8,18.5,40.5,CO,Good
Singapore,Singapore,189.6,223.1,238.3,272,266.5,PM2.5,Very Unhealthy
Cape Town,South Africa,62.7,75.1,114.9,129.3,115.7,PM2.5,Unhealthy for Sensitive Groups
Beijing,China,126.9,139.6,116,177.2,153.8,PM2.5,Unhealthy
Berlin,Germany,121.4,108.3,91.9,105,145.5,CO,Unhealthy for Sensitive Groups
Seoul,South Korea,428.9,426.2,367.7,321.1,390.9,CO,Hazardous
Singapore,Singapore,63.7,75.3,62.6,31,96,Ozone,Moderate
Sydney,Australia,428.6,463.3,386.3,290.3,453.5,Ozone,Hazardous
Amsterdam,Netherlands,246.3,222.8,259.7,236.9,277.2,NO2,Very Unhealthy
Tashkent,Uzbekistan,124.2,104.8,104.3,115.5,134.7,CO,Unhealthy for Sensitive Groups
Riyadh,Saudi Arabia,23.7,77.5,37,31.1,67.6,Ozone,Moderate
Manila,Philippines,59.9,72.7,35.5,84.2,57.9,PM2.5,Moderate
Berlin,Germany,87.9,85.9,64.3,83.4,116.1,CO,Unhealthy for Sensitive Groups
New York,USA,231,177.2,253.9,275.7,223.5,PM2.5,Very Unhealthy
Paris,France,68.7,126.6,117.3,86.2,143.4,Ozone,Unhealthy for Sensitive Groups
Rawalpindi,Pakistan,25.4,58.1,53.3,30.6,66,Ozone,Moderate
Mumbai,India,164.4,159.2,170.9,164.7,196.2,NO2,Unhealthy
Osaka,Japan,121.1,82.3,73.5,100.8,110.1,CO,Unhealthy for Sensitive Groups
Osaka,Japan,71.3,110,112,136.9,115.1,PM2.5,Unhealthy for Sensitive Groups
Santiago,Chile,20.3,43.3,55.8,51.5,55.1,NO2,Moderate
Casablanca,Morocco,121.9,154.8,110.2,147.6,155,Ozone,Unhealthy
New York,USA,150.6,138.3,164.7,185.7,183.1,PM2.5,Unhealthy
Reykjavik,Iceland,347.4,437,460.2,472.5,455.9,PM2.5,Hazardous
Mexico City,Mexico,318.3,429.6,354,460.7,485.9,PM2.5,Hazardous
Beijing,China,115.1,122,132.8,131.2,185.9,NO2,Unhealthy
Agra,India,205.7,192.3,234.8,255.4,229.4,PM2.5,Very Unhealthy
Patna,India,240.7,205.3,231.6,225.3,226.4,CO,Very Unhealthy
Brussels,Belgium,113.6,115.6,60.5,93.1,126.8,Ozone,Unhealthy for Sensitive Groups
Bangalore,India,97.6,73.2,67.2,81.2,120.4,CO,Unhealthy for Sensitive Groups
Tehran,Iran,270.2,205.6,174.4,193.8,247.6,CO,Very Unhealthy
Calgary,Canada,26.9,53.6,45.5,54.3,53.6,PM2.5,Moderate
Mumbai,India,70.4,41.8,73.3,66.3,65.7,NO2,Moderate
Santiago,Chile,458.7,279.4,479.3,489.6,380.5,PM2.5,Hazardous
Calgary,Canada,159.8,138,142.2,131.5,166.4,CO,Unhealthy
Kuwait City,Kuwait,10,22.7,10.2,20.9,26.4,Ozone,Good
Yangon,Myanmar,116,139.1,69.6,103.1,105.7,Ozone,Unhealthy for Sensitive Groups
Patna,India,107.8,81,100.6,98.8,104.2,CO,Unhealthy for Sensitive Groups
Kuala Lumpur,Malaysia,30.1,83.8,39.2,51.5,88.1,Ozone,Moderate
Osaka,Japan,393,273.2,317.9,326.3,498.1,CO,Hazardous
Raipur,India,184,190.8,211.5,266.9,295.9,PM2.5,Very Unhealthy
Baghdad,Iraq,145.5,136.4,119.2,173.3,198.6,PM2.5,Unhealthy
Reykjavik,Iceland,133.5,123,140.3,163.2,189,PM2.5,Unhealthy
Istanbul,Turkey,70.5,89,55.9,69.1,75.2,Ozone,Moderate
Casablanca,Morocco,279.6,170.4,180.9,267.2,222.7,CO,Very Unhealthy
Amsterdam,Netherlands,123.1,93.7,88.4,84.3,130.3,CO,Unhealthy for Sensitive Groups
Agra,India,238.8,269.8,272,251.3,266,NO2,Very Unhealthy
Raipur,India,80.5,136.2,62.3,116.5,101.3,Ozone,Unhealthy for Sensitive Groups
Wuhan,China,263.8,451.8,368.6,439.3,361.5,Ozone,Hazardous
Athens,Greece,102.3,113.2,83,128.3,121.8,PM2.5,Unhealthy for Sensitive Groups
Bangkok,Thailand,22.4,12.5,1.3,23.7,20.6,PM2.5,Good
Riyadh,Saudi Arabia,258.7,255,264.6,267.5,287.2,PM2.5,Very Unhealthy
Dhaka,Bangladesh,202.9,200.4,163.5,298.7,201.6,PM2.5,Very Unhealthy
Bucharest,Romania,136.2,159.1,152.3,177.6,195.5,PM2.5,Unhealthy
Bucharest,Romania,136,156.7,140,166,180.4,PM2.5,Unhealthy
Casablanca,Morocco,5,30.4,21.1,25.3,12,Ozone,Good
Istanbul,Turkey,218.6,181.3,234,272.3,249.1,PM2.5,Very Unhealthy
New York,USA,0.8,22.9,23.1,28.6,25.7,PM2.5,Good
Bishkek,Kyrgyzstan,14.8,18.8,16.8,9.8,7.3,Ozone,Good
Hanoi,Vietnam,7.9,16.7,9.2,4,45.9,Ozone,Good
Prague,Czech Republic,76.2,70.6,85.9,106.6,127.5,PM2.5,Unhealthy for Sensitive Groups
Santiago,Chile,119,172.6,149.8,184.3,183,PM2.5,Unhealthy
Hyderabad,India,99.1,94.8,107.9,132.4,138.9,PM2.5,Unhealthy for Sensitive Groups
Reykjavik,Iceland,109.5,117.1,104.8,124.3,119,PM2.5,Unhealthy for Sensitive Groups
Bishkek,Kyrgyzstan,78.4,74.6,64.9,83.4,98,PM2.5,Moderate
Agra,India,56.7,73.3,35.1,30.7,55.1,Ozone,Moderate
Raipur,India,115.9,95.5,115,87.9,109.1,CO,Unhealthy for Sensitive Groups
Brisbane,Australia,12.5,16.7,21.6,8.4,7.1,NO2,Good
Delhi,India,22.6,9.7,4.8,26.7,10.3,PM2.5,Good
Colombo,Sri Lanka,6.1,33.9,1,23.6,37,Ozone,Good
Prague,Czech Republic,24.5,8.9,6.2,23.9,38.8,CO,Good
Los Angeles,USA,28.6,69.3,61.9,43.7,70.5,Ozone,Moderate
Bishkek,Kyrgyzstan,95.9,120.1,81.6,95,107.5,Ozone,Unhealthy for Sensitive Groups
Cairo,Egypt,413.5,450.1,327.7,379.8,312,Ozone,Hazardous
Prague,Czech Republic,110.9,127.2,105.4,139.9,127.3,PM2.5,Unhealthy for Sensitive Groups
Seoul,South Korea,24,26.9,1.7,26,32.4,Ozone,Good
São Paulo,Brazil,65.8,117.1,106.8,107.9,135.2,Ozone,Unhealthy for Sensitive Groups
Wellington,New Zealand,62.1,44.2,29.2,49.1,56.7,CO,Moderate
Helsinki,Finland,21.6,61.8,61.9,63.4,58.6,PM2.5,Moderate
Peshawar,Pakistan,27.9,38.5,27.8,74,52.3,PM2.5,Moderate
Chicago,USA,49.1,73.6,61.1,62.7,54.1,Ozone,Moderate
Peshawar,Pakistan,415.5,280,495.8,480.9,476.2,NO2,Hazardous
Manila,Philippines,410.3,372.6,311.9,441.1,337.1,PM2.5,Hazardous
Oslo,Norway,165.8,157.2,166.8,195.3,153.3,PM2.5,Unhealthy
Stockholm,Sweden,63.9,107.9,115.5,131,118.1,PM2.5,Unhealthy for Sensitive Groups
Bogota,Colombia,22.8,33.7,49.2,88.8,69.8,PM2.5,Moderate
Tehran,Iran,248.1,223.9,180.6,292.3,218.4,PM2.5,Very Unhealthy
Riyadh,Saudi Arabia,100.9,77.6,104.9,116.3,131.8,PM2.5,Unhealthy for Sensitive Groups
Bishkek,Kyrgyzstan,172.1,174.4,170,197.6,274.5,PM2.5,Very Unhealthy
Stockholm,Sweden,133,147.6,160.6,149.4,185.8,NO2,Unhealthy
Brisbane,Australia,43.9,36.4,55.5,70.6,77,PM2.5,Moderate
Melbourne,Australia,261.4,376.7,424.4,328.4,325.2,NO2,Hazardous
Perth,Australia,436.4,410,364.3,368.4,373.6,CO,Hazardous
Calgary,Canada,149.8,156.1,101.2,134.3,191.5,Ozone,Unhealthy
Tokyo,Japan,4.8,22.9,22.9,12.1,41.6,Ozone,Good
Guangzhou,China,154,144.7,133.7,169.1,153.2,PM2.5,Unhealthy
Jakarta,Indonesia,72.4,39.4,74.4,35.5,70,NO2,Moderate
Tianjin,China,122.5,154.9,138.7,146.7,185.3,Ozone,Unhealthy
Linfen,China,149.2,177.3,169.4,199.6,170.4,PM2.5,Unhealthy
Zabol,Iran,141.2,147.2,122.2,157,166.6,PM2.5,Unhealthy
Manila,Philippines,59,84.4,33.3,89.1,69.9,PM2.5,Moderate
Vienna,Austria,196.1,226.5,213.8,237.7,300,PM2.5,Very Unhealthy
Sydney,Australia,424.8,329.2,405.6,294.6,308.6,CO,Hazardous
Casablanca,Morocco,64.1,104,70.1,94.3,109.9,Ozone,Unhealthy for Sensitive Groups
Karachi,Pakistan,20.5,38.7,0.1,25.2,35.2,Ozone,Good
Kabul,Afghanistan,72.7,76.4,94.3,132,112.9,PM2.5,Unhealthy for Sensitive Groups
Hong Kong,China,235.4,249.7,210.9,266.4,259.2,PM2.5,Very Unhealthy
Lima,Peru,13.6,30.4,18.4,29.7,34.4,Ozone,Good
Auckland,New Zealand,124.4,139.4,114.6,165.2,157.2,PM2.5,Unhealthy
Hyderabad,India,60.1,30.1,63,44.5,74.2,NO2,Moderate
Guangzhou,China,253.4,296.3,263.4,401.7,412.4,PM2.5,Hazardous
Dublin,Ireland,110.5,91.5,95.6,136,149.7,PM2.5,Unhealthy for Sensitive Groups
Bangkok,Thailand,78.3,63,36.9,86.5,97.7,PM2.5,Moderate
Linfen,China,164.5,173.5,140.3,132.9,174.8,Ozone,Unhealthy
Baghdad,Iraq,66.2,43.3,55.9,30.4,55.5,CO,Moderate
Wuhan,China,24.4,85.5,73.1,37.5,92.3,Ozone,Moderate
Mexico City,Mexico,61.1,132.2,71.9,105.8,119,Ozone,Unhealthy for Sensitive Groups
Prague,Czech Republic,252.4,272,263,224.8,290.6,Ozone,Very Unhealthy
Dublin,Ireland,123.9,114.6,113.5,112.2,126,CO,Unhealthy for Sensitive Groups
Warsaw,Poland,172.3,135.3,154.6,148.9,182.6,CO,Unhealthy
Bishkek,Kyrgyzstan,209.8,242.1,233.6,296.6,211.6,PM2.5,Very Unhealthy
Manila,Philippines,3.3,10.6,13.4,32,20,PM2.5,Good
London,UK,146.6,141.1,131.9,177.1,191.3,PM2.5,Unhealthy
Hanoi,Vietnam,9.3,12.1,26.4,25,3.4,NO2,Good
Zabol,Iran,274.6,241,194,228.4,278.3,CO,Very Unhealthy
London,UK,220.1,288.7,186.1,241.3,284.1,Ozone,Very Unhealthy
Lima,Peru,171.1,145.2,173.8,184.7,163,PM2.5,Unhealthy
Istanbul,Turkey,109.4,71.9,73.1,93.3,121.8,CO,Unhealthy for Sensitive Groups
São Paulo,Brazil,487.8,273.8,390.1,399.7,323.4,CO,Hazardous
Bangalore,India,119.2,110,81.1,129.2,111.3,PM2.5,Unhealthy for Sensitive Groups
Amsterdam,Netherlands,309.8,400.5,344.1,418.6,403.9,PM2.5,Hazardous
Delhi,India,178.5,170.5,158.9,149.3,191.4,CO,Unhealthy
Bangalore,India,69.6,71.7,28,61.7,58.5,Ozone,Moderate
Kathmandu,Nepal,51.1,50.7,70.6,89.4,65.9,PM2.5,Moderate
Paris,France,255.2,253.4,256.6,264.2,224,PM2.5,Very Unhealthy
Vancouver,Canada,263.9,248.8,258.5,236.6,228.1,CO,Very Unhealthy
Chengdu,China,75.6,110.6,78.8,88.6,149.9,Ozone,Unhealthy for Sensitive Groups
Chennai,India,104.4,127.2,90.8,85.4,137.8,Ozone,Unhealthy for Sensitive Groups
Auckland,New Zealand,105.6,73.6,87.1,97.1,105.7,CO,Unhealthy for Sensitive Groups
Guangzhou,China,40.1,51.3,42.9,59.8,85.3,PM2.5,Moderate
Linfen,China,470.9,349.7,432.5,286.5,454.6,CO,Hazardous
Madrid,Spain,174.1,188.1,108.9,139.1,165.9,Ozone,Unhealthy
Gwalior,India,116.5,78.3,75.1,139.2,139.2,PM2.5,Unhealthy for Sensitive Groups
Bucharest,Romania,117.6,121.4,75.6,134.1,112.4,PM2.5,Unhealthy for Sensitive Groups
Brisbane,Australia,115.6,124.8,100,135.1,112.1,PM2.5,Unhealthy for Sensitive Groups
Beijing,China,65.2,93.2,70.4,132.6,123.8,PM2.5,Unhealthy for Sensitive Groups
Allahabad,India,17.5,23.1,21.3,31.1,9.2,PM2.5,Good
Taipei,Taiwan,158.7,183.1,154.9,151,177,Ozone,Unhealthy
Singapore,Singapore,64.3,49.8,38.6,75.1,72.4,PM2.5,Moderate
Tehran,Iran,17.5,23.4,18.4,15,25,Ozone,Good
Prague,Czech Republic,201.7,185.8,266.1,201.9,227.2,NO2,Very Unhealthy
Dubai,UAE,263.7,458.5,369,284.7,456.2,Ozone,Hazardous
Chengdu,China,121.5,181,159.2,190.9,192.5,PM2.5,Unhealthy
Taipei,Taiwan,5.2,35.6,20.8,21,47,Ozone,Good
Peshawar,Pakistan,123.4,138.9,88.9,106,148.8,Ozone,Unhealthy for Sensitive Groups
Karachi,Pakistan,441.5,262.5,374.6,491.4,401,PM2.5,Hazardous
Nairobi,Kenya,423,416.2,416.4,292.9,308.5,CO,Hazardous
São Paulo,Brazil,150.9,182.5,121.8,134,185.1,Ozone,Unhealthy
Brussels,Belgium,38.2,86.6,42.7,77.7,62.8,Ozone,Moderate
Berlin,Germany,59.9,74.1,33,65.6,76.1,Ozone,Moderate
Istanbul,Turkey,124.4,101.8,111.8,97.4,141.8,CO,Unhealthy for Sensitive Groups
London,UK,41.8,45.4,67.6,62.8,53.7,NO2,Moderate
Patna,India,37.8,53.3,74.5,54.7,93.5,NO2,Moderate
Manila,Philippines,21.5,19.4,24.3,19.2,37.2,NO2,Good
Delhi,India,55.3,40.9,49.4,37.1,83.2,CO,Moderate
Linfen,China,130,136.4,127.2,150.9,155,PM2.5,Unhealthy
Rome,Italy,166.1,165.8,131,171.7,159.9,PM2.5,Unhealthy
Reykjavik,Iceland,23.1,23.3,13.2,5.6,24,Ozone,Good
Osaka,Japan,76.9,55.4,62.6,83,99.7,PM2.5,Moderate
Gwalior,India,87.1,104.4,98.8,106.6,113.4,PM2.5,Unhealthy for Sensitive Groups
Melbourne,Australia,377.8,385.2,416.9,496.3,448.9,PM2.5,Hazardous
Reykjavik,Iceland,69.9,67.9,30.2,71.9,83.6,PM2.5,Moderate
Tehran,Iran,297.3,423.8,434.2,479.2,326.7,PM2.5,Hazardous
Tehran,Iran,70,76.7,43.8,65.9,57.4,Ozone,Moderate
Jakarta,Indonesia,78.6,120.7,95.4,134.9,109.5,PM2.5,Unhealthy for Sensitive Groups
Brisbane,Australia,118.4,163.3,169.5,133.7,155.8,NO2,Unhealthy
Seoul,South Korea,156.2,161.3,108.2,130.8,176.8,Ozone,Unhealthy
New York,USA,49.7,86.7,50.6,84.5,60.3,Ozone,Moderate
Helsinki,Finland,78,87.1,69.9,64.5,74.4,Ozone,Moderate
Karachi,Pakistan,71.7,123.8,63.2,139.6,103.4,PM2.5,Unhealthy for Sensitive Groups
Guangzhou,China,41.6,83.2,73.9,30.4,95.2,Ozone,Moderate
Bogota,Colombia,282.7,276.2,405.9,426.7,319.9,PM2.5,Hazardous
Kuala Lumpur,Malaysia,39,50.9,57.2,69.1,90.2,PM2.5,Moderate
Bogota,Colombia,305.3,345.7,315.2,423.2,452.9,PM2.5,Hazardous
Santiago,Chile,15.2,25.5,12,33.9,24.9,PM2.5,Good
Kuala Lumpur,Malaysia,41.4,58.5,51,47.3,60.1,Ozone,Moderate
Beijing,China,122.6,158.7,138.7,168.9,159.4,PM2.5,Unhealthy
Rome,Italy,28.4,0.2,4.9,5.3,10,CO,Good
Warsaw,Poland,160.2,144.8,150.9,195.6,166.9,PM2.5,Unhealthy
Osaka,Japan,150.3,165.9,139.7,137.7,170,Ozone,Unhealthy
Warsaw,Poland,452.1,413.4,274.8,311,364.3,CO,Hazardous
Guangzhou,China,310.2,434.1,461.8,474,349.1,PM2.5,Hazardous
Paris,France,103.5,106,87,117.2,107.3,PM2.5,Unhealthy for Sensitive Groups
Tokyo,Japan,146.6,144.5,126.2,140,183.1,CO,Unhealthy
Patna,India,291,454.4,332.2,446.8,303.7,Ozone,Hazardous
Reykjavik,Iceland,22.9,16,4.7,32.1,31.8,PM2.5,Good
Bishkek,Kyrgyzstan,32.8,47.6,28.5,67.6,88.4,PM2.5,Moderate
Seoul,South Korea,279.2,203.3,254,207.8,296.1,CO,Very Unhealthy
Vancouver,Canada,119.6,130.7,144.7,157.5,186.7,PM2.5,Unhealthy
Seoul,South Korea,62.8,121.1,63.2,88,117.2,Ozone,Unhealthy for Sensitive Groups
Cairo,Egypt,143.5,189.6,121,199.9,159.9,PM2.5,Unhealthy
Honolulu,USA,175.5,172.4,144.9,140.4,184.4,CO,Unhealthy
Kuwait City,Kuwait,260.3,260.3,193.5,256.9,212.6,CO,Very Unhealthy
Delhi,India,54.4,75.5,59,84.7,59.2,PM2.5,Moderate
Jakarta,Indonesia,252.3,273.8,274.1,239.8,282.1,NO2,Very Unhealthy
Delhi,India,209.7,192.7,224.8,273,243.3,PM2.5,Very Unhealthy
Wuhan,China,71,118.2,82.1,126.9,123.8,PM2.5,Unhealthy for Sensitive Groups
Peshawar,Pakistan,120.8,153,127.5,143.2,191.4,Ozone,Unhealthy
Chicago,USA,44.5,39.4,42.7,45.3,98.5,PM2.5,Moderate
Dhaka,Bangladesh,130.4,190,158.2,171.7,159.8,Ozone,Unhealthy
Paris,France,30.5,75.4,51.1,41,80.3,Ozone,Moderate
Lahore,Pakistan,141.3,163.7,102.5,170.8,183.1,PM2.5,Unhealthy
Warsaw,Poland,53.1,61.2,31.1,65,68.8,PM2.5,Moderate
Dubai,UAE,31.8,55.2,63.2,75.8,56.1,PM2.5,Moderate
Yangon,Myanmar,33.9,68.6,48,46.1,55.2,Ozone,Moderate
Raipur,India,97.9,102,109.4,127.5,148.8,PM2.5,Unhealthy for Sensitive Groups
Nairobi,Kenya,118.4,130.1,102.6,136.8,138.9,PM2.5,Unhealthy for Sensitive Groups
Delhi,India,160.3,168.8,140.8,135.1,177.5,Ozone,Unhealthy
Brussels,Belgium,60.2,123.5,79.2,88.4,148.1,Ozone,Unhealthy for Sensitive Groups
Seoul,South Korea,102.1,90.9,109.5,129.8,140.5,PM2.5,Unhealthy for Sensitive Groups
Athens,Greece,313.8,407.1,476.5,329.4,352.8,NO2,Hazardous
Patna,India,119,160.4,137,169.4,180.4,PM2.5,Unhealthy
Honolulu,USA,198.7,260.6,205.2,234,255.5,Ozone,Very Unhealthy
Wellington,New Zealand,160.6,278,254.9,197.5,225.2,Ozone,Very Unhealthy
Dhaka,Bangladesh,75.1,30.5,65.7,82.8,94.5,PM2.5,Moderate
Hyderabad,India,30.2,89.3,40.3,84.2,60.9,Ozone,Moderate
Bishkek,Kyrgyzstan,120.1,183.1,160.1,157.8,166.5,Ozone,Unhealthy
Bucharest,Romania,23.9,4.4,8,33.1,9.5,PM2.5,Good
Rome,Italy,9.2,36.5,6.1,9.1,25.8,Ozone,Good
Baghdad,Iraq,101.9,132.4,113.5,112.5,137.9,Ozone,Unhealthy for Sensitive Groups
São Paulo,Brazil,40.6,70.9,42.5,80.2,69.2,PM2.5,Moderate
Hanoi,Vietnam,17.3,26.6,7.5,29.1,42.8,PM2.5,Good
Faridabad,India,279.1,240.4,246.2,268.2,250.2,CO,Very Unhealthy
Warsaw,Poland,141.2,134.8,126.2,194.2,173.3,PM2.5,Unhealthy
Berlin,Germany,146.9,154.2,134.7,166.8,158.7,PM2.5,Unhealthy
Chicago,USA,333.3,290.7,353.4,415.3,314.7,PM2.5,Hazardous
Paris,France,335.7,331.5,335.9,491.8,309.9,PM2.5,Hazardous
Agra,India,255.4,174.6,247.8,249.9,222,CO,Very Unhealthy
Dubai,UAE,287.4,369,295.8,476.2,312.7,PM2.5,Hazardous
Brussels,Belgium,24.5,39.8,6.2,23.1,19.7,Ozone,Good
Rio de Janeiro,Brazil,105.8,133.8,90.8,135,132.5,PM2.5,Unhealthy for Sensitive Groups
Colombo,Sri Lanka,171.9,125,154.5,161.7,163.3,CO,Unhealthy
Wellington,New Zealand,24,74.3,43.5,32.6,51.6,Ozone,Moderate
Manila,Philippines,274.1,465.3,346,281.1,457.9,Ozone,Hazardous
Istanbul,Turkey,115,187.5,127.8,179.9,167.3,Ozone,Unhealthy
Warsaw,Poland,69.3,41.8,27.1,36,76.9,CO,Moderate
Prague,Czech Republic,235.1,213.3,198.7,199.1,279.6,CO,Very Unhealthy
Linfen,China,122.2,143.7,163.8,165.1,170,PM2.5,Unhealthy
Istanbul,Turkey,264.2,492,250.2,482.5,432,Ozone,Hazardous
Stockholm,Sweden,100.8,135.2,76.4,104.5,145.6,Ozone,Unhealthy for Sensitive Groups
Sydney,Australia,102.7,113.2,93.1,122.7,138.1,PM2.5,Unhealthy for Sensitive Groups
Sydney,Australia,399.2,359.6,348.7,329.6,326.4,CO,Hazardous
Prague,Czech Republic,113.5,182.3,131.4,162.2,188.3,Ozone,Unhealthy
Tianjin,China,203.6,193.1,259.2,288.8,206.2,PM2.5,Very Unhealthy
Colombo,Sri Lanka,214.4,209.9,272.2,248.7,263,NO2,Very Unhealthy
Toronto,Canada,60.2,49.8,49.9,31.8,65.1,CO,Moderate
Seattle,USA,21.6,10.3,17.9,32.9,46.8,PM2.5,Good
Gwalior,India,255.9,232.2,222.9,282.8,223.9,PM2.5,Very Unhealthy
Peshawar,Pakistan,185,232.3,274.2,226.3,210.6,NO2,Very Unhealthy
Melbourne,Australia,263.5,172.1,258.5,222.3,245,CO,Very Unhealthy
Karachi,Pakistan,212.7,174.3,256.5,226,236.6,NO2,Very Unhealthy
Copenhagen,Denmark,52.3,89.3,71,71.1,55.3,Ozone,Moderate
Melbourne,Australia,97.8,88,81.3,112.4,104.2,PM2.5,Unhealthy for Sensitive Groups
Delhi,India,178.2,142.3,117,156.7,168.6,CO,Unhealthy
Vancouver,Canada,21.7,19.3,9.7,33,37.7,PM2.5,Good
Osaka,Japan,111.3,128.9,99,122.2,135.6,Ozone,Unhealthy for Sensitive Groups
Dubai,UAE,360.2,463.5,409,460.4,495.2,Ozone,Hazardous
New York,USA,401.4,373.9,383.4,443,409,PM2.5,Hazardous
Chengdu,China,396.4,437.3,365.1,460.2,351.4,PM2.5,Hazardous
Budapest,Hungary,162.9,132.4,146.6,132.5,197.3,CO,Unhealthy
Seoul,South Korea,64.8,69.1,58.8,67.4,61.9,Ozone,Moderate
Bishkek,Kyrgyzstan,141.5,139.8,167.7,149.5,174,NO2,Unhealthy
Hyderabad,India,139.2,160,168.7,174.1,185.1,PM2.5,Unhealthy
Agra,India,161.7,154.3,148.5,190.2,153.9,PM2.5,Unhealthy
Chennai,India,114.7,176.5,144.8,180.2,167.1,PM2.5,Unhealthy
Kuala Lumpur,Malaysia,171.7,133.1,161.5,143.5,166.2,CO,Unhealthy
Riyadh,Saudi Arabia,223.6,247.9,191.8,253.1,253.7,PM2.5,Very Unhealthy
Hong Kong,China,327.2,338.2,262.5,483.1,446.1,PM2.5,Hazardous
Bangkok,Thailand,387.9,496.2,432,300.1,429,Ozone,Hazardous
Rio de Janeiro,Brazil,119.2,130.5,96.9,84.4,138.9,Ozone,Unhealthy for Sensitive Groups
Sydney,Australia,83.5,77.8,102.1,105.4,140,PM2.5,Unhealthy for Sensitive Groups
Kuala Lumpur,Malaysia,127.3,120,153.3,188.2,156.3,PM2.5,Unhealthy
Riyadh,Saudi Arabia,110.2,82.5,63.6,103.6,120.2,CO,Unhealthy for Sensitive Groups
Chicago,USA,18.7,34.7,28.1,18.3,9.1,Ozone,Good
Bucharest,Romania,73.1,63.9,32.8,45.9,68.6,CO,Moderate
